Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000107796,ACTA2,Gene Expression,0.5272466839021868,0.0,0.0,2826,2.2643176992601393,620
ENSG00000198467,TPM2,Gene Expression,0.5138326627325454,0.0,0.0,3707,3.8188816565818517,826
ENSG00000164816,DEFA5,Gene Expression,0.5016190045835162,0.0,0.0,17312,11.132239228679094,994
ENSG00000196924,FLNA,Gene Expression,0.47753921787019793,0.0,0.0,2154,1.6013771491105855,579
ENSG00000164822,DEFA6,Gene Expression,0.4725664985176395,0.0,0.0,9446,6.315616164244439,879
ENSG00000115386,REG1A,Gene Expression,0.43730429489268374,0.0,0.0,23832,8.556057152741063,1004
ENSG00000172023,REG1B,Gene Expression,0.43416471631719183,0.0,0.0,19273,4.723407644891285,896
ENSG00000149591,TAGLN,Gene Expression,0.409355762577914,0.0,0.0,954,0.6769216617188399,334
ENSG00000174992,ZG16,Gene Expression,0.39236609585491194,0.0,0.0,9184,2.3558408879842427,701
ENSG00000175084,DES,Gene Expression,0.39188627846689983,0.0,0.0,780,0.5648041282242097,286
ENSG00000170231,FABP6,Gene Expression,0.3890150282476916,0.0,0.0,13425,2.413009740005449,675
ENSG00000166923,GREM1,Gene Expression,0.38322589240985183,0.0,0.0,816,0.6451553911168177,348
ENSG00000011465,DCN,Gene Expression,0.38178258733153914,0.0,0.0,1372,1.2060343340672084,490
ENSG00000110244,APOA4,Gene Expression,0.36833193305906403,0.0,0.0,4832,0.7469404672365093,355
ENSG00000163295,ALPI,Gene Expression,0.35752985164463175,0.0,0.0,2863,0.5452720699808806,348
ENSG00000118137,APOA1,Gene Expression,0.3483754762640655,0.0,0.0,4606,0.6529758534477025,320
ENSG00000008517,IL32,Gene Expression,0.34600515613734834,0.0,0.0,6469,1.6328417526688572,649
ENSG00000164692,COL1A2,Gene Expression,0.3447865314478009,0.0,0.0,1950,1.7187822402453565,659
ENSG00000101335,MYL9,Gene Expression,0.3436595299751104,0.0,0.0,529,0.3483158670333785,231
ENSG00000107317,PTGDS,Gene Expression,0.3408211101599746,0.0,0.0,1014,0.9740944684870022,446
ENSG00000197766,CFD,Gene Expression,0.3332760835964083,0.0,0.0,1623,1.4652023281743616,599
ENSG00000136872,ALDOB,Gene Expression,0.3299027241224633,0.0,0.0,3837,0.710542137666357,420
ENSG00000166825,ANPEP,Gene Expression,0.32371848551704546,0.0,0.0,7244,1.8096143390925614,641
ENSG00000115009,CCL20,Gene Expression,0.3218494048468538,0.0,0.0,2662,0.44540975571754826,321
ENSG00000163586,FABP1,Gene Expression,0.31993260078376284,0.0,0.0,4425,1.120600762820754,522
ENSG00000168955,TM4SF20,Gene Expression,0.3131476842485486,0.0,0.0,2393,0.4496211376052347,325
ENSG00000168477,TNXB,Gene Expression,0.30473594239379426,0.0,0.0,521,0.39331217962933757,276
ENSG00000163359,COL6A3,Gene Expression,0.3036833700057356,0.0,0.0,409,0.2757516330667881,216
ENSG00000115461,IGFBP5,Gene Expression,0.30271849069819473,0.0,0.0,594,0.45952733397736417,289
ENSG00000188257,PLA2G2A,Gene Expression,0.3004226642131057,0.0,0.0,2047,1.2383199934858558,574
ENSG00000077942,FBLN1,Gene Expression,0.2998235661617213,0.0,0.0,245,0.16015311368651522,146
ENSG00000233041,PHGR1,Gene Expression,0.2997616732822567,0.0,0.0,4903,1.1322938806798153,549
ENSG00000250722,SELENOP,Gene Expression,0.2985577571422983,0.0,0.0,3712,0.7057353062529313,427
ENSG00000177469,CAVIN1,Gene Expression,0.29514673984296286,0.0,0.0,814,0.6305224985912958,363
ENSG00000168542,COL3A1,Gene Expression,0.29487088675618556,0.0,0.0,2069,1.7673647237154595,674
ENSG00000026025,VIM,Gene Expression,0.2928990642268302,0.0,0.0,708,0.4774269500720572,318
ENSG00000189143,CLDN4,Gene Expression,0.2923008667354439,0.0,0.0,3588,1.0118767319784283,526
ENSG00000165828,PRAP1,Gene Expression,0.2916009102110384,0.0,0.0,2650,0.6067412726373042,407
ENSG00000007171,NOS2,Gene Expression,0.29044224374152855,0.0,0.0,2986,0.6820617267787702,408
ENSG00000150991,UBC,Gene Expression,0.2898239542997698,0.0,0.0,28734,7.837227213963927,1013
ENSG00000211592,IGKC,Gene Expression,0.2862279223856389,0.0,0.0,4146,3.0160483922814887,781
ENSG00000170421,KRT8,Gene Expression,0.28372186613070355,0.0,0.0,5579,1.8029300003135302,689
ENSG00000115414,FN1,Gene Expression,0.2731949428120042,0.0,0.0,425,0.3029959661687254,230
ENSG00000125730,C3,Gene Expression,0.2725255075401214,0.0,0.0,222,0.1399306199928068,129
ENSG00000173702,MUC13,Gene Expression,0.2723219522541257,0.0,0.0,4270,0.914124014793983,486
ENSG00000198788,MUC2,Gene Expression,0.27192319451935654,0.0,0.0,5070,1.4347375578093344,624
ENSG00000163017,ACTG2,Gene Expression,0.26676331442461154,0.0,0.0,441,0.33568901202345136,214
ENSG00000099834,CDHR5,Gene Expression,0.26514431339409517,0.0,0.0,2316,0.6377518927272179,417
ENSG00000015413,DPEP1,Gene Expression,0.26506336165424577,0.0,0.0,2345,0.5943156649106562,428
ENSG00000166710,B2M,Gene Expression,0.2637767548491836,0.0,0.0,5892,1.3365671627832378,637
ENSG00000180875,GREM2,Gene Expression,0.25931729696377853,0.0,0.0,299,0.22037525664619828,164
ENSG00000084674,APOB,Gene Expression,0.2574534224174745,0.0,0.0,1701,0.3189568254165631,246
